factors,score_col,ic_hit_limit_3,ic_fwd_ret_3,ic_trailing_10,chasing_score,hit@20,fwd3@20,winrate@20
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.25, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.25_technical=0.75_pullback_from_peak=0.25,0.20962241011762406,0.05103729046758819,0.5660127583592524,0.5149754678916642,0.45,0.034206951222280964,0.55
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.5, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.50_technical=0.75_pullback_from_peak=0.25,0.2095428338099204,0.04338609938965978,0.5611927009316284,0.5178066015419687,0.3888888888888889,0.010710727166789762,0.45
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 1.0, 'pullback_from_peak': 0.5}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=1.00_pullback_from_peak=0.50,0.20953785378453507,0.04694700872433086,0.5487025386055405,0.5017555298812096,0.26666666666666666,0.009122900507617483,0.35
"{'shortterm': 0.5, 'limit_up_gene_composite': 0.5, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=0.50_technical=0.50_pullback_from_peak=0.25,0.20953785378453507,0.04694700872433086,0.5487025386055405,0.5017555298812096,0.26666666666666666,0.009122900507617483,0.35
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=0.75_technical=0.50_pullback_from_peak=0.50,0.20885380451850444,0.04635753621250975,0.4911934453741349,0.44483590916162513,0.3125,-0.010468629862292734,0.35
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=1.00_limit_up_gene_composite=0.75_technical=0.50_pullback_from_peak=0.50,0.20884337349736457,0.04363024125153907,0.49284475698916247,0.4492145157376234,0.4375,0.02399481692636323,0.45
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.75, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.75_technical=0.75_pullback_from_peak=0.25,0.2084895715297639,0.03534871403897705,0.5550193593014107,0.5196706452624336,0.4117647058823529,0.024591675046552176,0.5
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.25, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.25_technical=0.75_pullback_from_peak=0.25,0.20842551285188535,0.05606394337971387,0.5752933778651803,0.5192294344854664,0.42105263157894735,0.02567150708087773,0.5
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.75_technical=0.50_pullback_from_peak=0.25,0.2083247176638287,0.03246183490635059,0.5342722297983095,0.5018103948919589,0.3333333333333333,-0.00832101006449437,0.35
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.25, 'technical': 0.75, 'pullback_from_peak': 0.5}",combo_shortterm=1.00_limit_up_gene_composite=0.25_technical=0.75_pullback_from_peak=0.50,0.208300823495432,0.06331768422370002,0.5158631092528391,0.4525454250291391,0.45,0.034206951222280964,0.55
"{'shortterm': 0.75, 'limit_up_gene_composite': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=1.00_technical=0.50_pullback_from_peak=0.50,0.20798573870458095,0.041828436415436786,0.4941922953799471,0.4523638589645103,0.3333333333333333,0.005137345389738786,0.35
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.75, 'technical': 1.0, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=0.75_technical=1.00_pullback_from_peak=0.50,0.20791960077317478,0.055600556744800314,0.5527880736134567,0.4971875168686564,0.3125,0.02616260152334661,0.4
"{'shortterm': 0.75, 'limit_up_gene_composite': 1.0, 'technical': 1.0, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=1.00_technical=1.00_pullback_from_peak=0.50,0.20766824735521872,0.049005459264910484,0.5504837362690227,0.5014782770041122,0.375,0.0467155892136579,0.4
"{'shortterm': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.0}",combo_shortterm=1.00_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.00,0.20761714492644398,0.056762928871486665,0.5236624420649979,0.46689951319351125,0.5,0.02934622337806848,0.55
"{'shortterm': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_technical=0.50_pullback_from_peak=0.25,0.20761714492644398,0.056762928871486665,0.5236624420649979,0.46689951319351125,0.5,0.02934622337806848,0.55
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.0, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.00_technical=0.50_pullback_from_peak=0.25,0.20761714492644398,0.056762928871486665,0.5236624420649979,0.46689951319351125,0.5,0.02934622337806848,0.55
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=0.75_pullback_from_peak=0.25,0.2076171322199632,0.03254655415232913,0.5478322904490686,0.5152857362967395,0.4,0.00827219170606892,0.4
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.75_technical=0.50_pullback_from_peak=0.25,0.20749213753602277,0.02950102281789225,0.5258463632484482,0.496345340430556,0.4375,0.017320577967930434,0.45
"{'shortterm': 0.75, 'limit_up_gene_composite': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=1.00_technical=0.75_pullback_from_peak=0.50,0.20747395365652999,0.04503863507197298,0.5266808387817976,0.48164220370982463,0.23076923076923078,0.004349666832847739,0.25
"{'shortterm': 0.75, 'limit_up_gene_composite': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=1.00_technical=0.50_pullback_from_peak=0.25,0.2073428251435262,0.03068938806582582,0.5269688257527715,0.49627943768694566,0.35714285714285715,0.014716453176067571,0.35
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.5, 'technical': 0.75, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=0.50_technical=0.75_pullback_from_peak=0.50,0.2072460591659025,0.057857673416446605,0.5226519352085104,0.4647942617920638,0.3333333333333333,0.004668127469332857,0.4
"{'shortterm': 0.5, 'limit_up_gene_composite': 0.25, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=0.25_technical=0.50_pullback_from_peak=0.25,0.20724577129162952,0.05759944118162482,0.5492113464392958,0.491611905257671,0.3684210526315789,0.01073442933618824,0.45
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.5, 'technical': 1.0, 'pullback_from_peak': 0.5}",combo_shortterm=1.00_limit_up_gene_composite=0.50_technical=1.00_pullback_from_peak=0.50,0.20724577129162952,0.05759944118162482,0.5492113464392958,0.491611905257671,0.3684210526315789,0.01073442933618824,0.45
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.75, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.75_technical=0.75_pullback_from_peak=0.25,0.2072260333234025,0.03895747525024987,0.5636928310477056,0.5247353557974558,0.3333333333333333,0.007347300447310392,0.35
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.0, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.00_technical=0.25_pullback_from_peak=0.25,0.20719331901781152,0.055764927110900316,0.4690348776096031,0.4132699504987028,0.5,0.027814735181578887,0.55
"{'shortterm': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.0}",combo_shortterm=0.75_technical=0.25_pullback_from_peak=0.25_sentiment_contrarian=0.00,0.20719331901781152,0.055764927110900316,0.4690348776096031,0.4132699504987028,0.5,0.027814735181578887,0.55
"{'shortterm': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_technical=0.25_pullback_from_peak=0.25,0.20719331901781152,0.055764927110900316,0.4690348776096031,0.4132699504987028,0.5,0.027814735181578887,0.55
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.25, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=1.00_limit_up_gene_composite=0.25_technical=0.50_pullback_from_peak=0.50,0.20712530068636273,0.0562615552869896,0.4775964183021257,0.42133486301513606,0.4,0.01452693058289307,0.5
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.5, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.50_technical=0.25_pullback_from_peak=0.25,0.20709519006755114,0.031401432558035916,0.4910582317207942,0.4596567991627583,0.47058823529411764,0.019436856139580728,0.45
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.5, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.50_technical=0.25_pullback_from_peak=0.25,0.207049176685013,0.028948122268436315,0.4841823638752243,0.455234241606788,0.5294117647058824,0.029766407971396597,0.5
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.75_technical=0.25_pullback_from_peak=0.25,0.2069553991829572,0.027340016279834962,0.48829460310756917,0.4609545868277342,0.4,0.025170812179010453,0.4
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 1.0, 'pullback_from_peak': 0.75}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=1.00_pullback_from_peak=0.75,0.20691729667637465,0.051499380409757135,0.5147186032141275,0.4632192228043704,0.3125,0.02093751185261951,0.4
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.75, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.75_technical=1.00_pullback_from_peak=0.25,0.2068884538065986,0.040434080265580166,0.5769286139227592,0.536494533657179,0.35294117647058826,0.008004053455158732,0.4
"{'shortterm': 0.5, 'limit_up_gene_composite': 0.5, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=0.50_technical=0.25_pullback_from_peak=0.25,0.2068090356894967,0.036950872127638104,0.49423156127998064,0.45728068915234255,0.3333333333333333,0.005137345389738786,0.35
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=0.50_pullback_from_peak=0.50,0.2068090356894967,0.036950872127638104,0.49423156127998064,0.45728068915234255,0.3333333333333333,0.005137345389738786,0.35
"{'shortterm': 0.5, 'limit_up_gene_composite': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=0.75_technical=0.50_pullback_from_peak=0.25,0.2066981351263374,0.036528228974826146,0.5416826118047768,0.5051543828299507,0.3076923076923077,0.029606849002253095,0.3
"{'shortterm': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.25}",combo_shortterm=1.00_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.25,0.20665842070841664,0.05731011179303001,0.5234043554208176,0.4660942436277876,0.5,0.0508636326220299,0.6
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=1.00_pullback_from_peak=0.25,0.20663739537032583,0.03668734359896586,0.5694591117551522,0.5327717681561863,0.3333333333333333,0.01784925037883544,0.35
"{'shortterm': 0.5, 'limit_up_gene_composite': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=0.75_technical=0.25_pullback_from_peak=0.25,0.2066064128721068,0.03034219522121313,0.4929644694949231,0.46262227427371,0.42857142857142855,0.034139448311763666,0.4
"{'shortterm': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.0}",combo_shortterm=0.75_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.00,0.20660567450807432,0.06527323955531844,0.530404875150899,0.4651316355955805,0.4,0.015195776835173957,0.45
"{'shortterm': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_technical=0.50_pullback_from_peak=0.25,0.20660567450807432,0.06527323955531844,0.530404875150899,0.4651316355955805,0.4,0.015195776835173957,0.45
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.0, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.00_technical=0.50_pullback_from_peak=0.25,0.20660567450807432,0.06527323955531844,0.530404875150899,0.4651316355955805,0.4,0.015195776835173957,0.45
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=0.50_pullback_from_peak=0.25,0.20644584020543716,0.02694391252692185,0.5199247380017414,0.4929808254748196,0.3333333333333333,0.005137345389738786,0.35
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.75, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.75_technical=1.00_pullback_from_peak=0.25,0.20641664547066585,0.044778854242837146,0.5849765228579051,0.540197668615068,0.3333333333333333,0.028396798409905877,0.4
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.75_technical=0.25_pullback_from_peak=0.25,0.206373446289282,0.02428544812176858,0.4824942062179418,0.45820875809617323,0.5,0.027942646819428683,0.45
"{'shortterm': 1.0, 'technical': 0.25, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.0}",combo_shortterm=1.00_technical=0.25_pullback_from_peak=0.25_sentiment_contrarian=0.00,0.2063140532452553,0.048631140678175824,0.46868012341893694,0.42004898274076113,0.5,0.021324471405082247,0.55
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.0, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.00_technical=0.25_pullback_from_peak=0.25,0.2063140532452553,0.048631140678175824,0.46868012341893694,0.42004898274076113,0.5,0.021324471405082247,0.55
"{'shortterm': 1.0, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_technical=0.25_pullback_from_peak=0.25,0.2063140532452553,0.048631140678175824,0.46868012341893694,0.42004898274076113,0.5,0.021324471405082247,0.55
"{'shortterm': 0.5, 'limit_up_gene_composite': 0.5, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=0.50_technical=0.75_pullback_from_peak=0.25,0.20628781746547828,0.05235186653792659,0.5777524794049169,0.5254006128669904,0.3125,0.01133710734411391,0.4
"{'shortterm': 0.25, 'limit_up_gene_composite': 0.5, 'technical': 0.25, 'pullback_from_peak': 0.25}",combo_shortterm=0.25_limit_up_gene_composite=0.50_technical=0.25_pullback_from_peak=0.25,0.20627948489981404,0.04274343917355125,0.49256369568331265,0.44982025650976143,0.2857142857142857,0.018485862893396512,0.3
"{'shortterm': 0.5, 'limit_up_gene_composite': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=0.50_limit_up_gene_composite=1.00_technical=0.50_pullback_from_peak=0.50,0.20627948489981404,0.04274343917355125,0.49256369568331265,0.44982025650976143,0.2857142857142857,0.018485862893396512,0.3
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.5, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.50_technical=1.00_pullback_from_peak=0.25,0.20625432484864992,0.045698169497216876,0.5822515997418344,0.5365534302446175,0.3333333333333333,0.005330691198609336,0.4
"{'shortterm': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.5}",combo_shortterm=1.00_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.50,0.20619587140070417,0.05755370922225744,0.5230832868494166,0.4655295776271592,0.45,0.048561388733309264,0.6
"{'shortterm': 0.5, 'limit_up_gene_composite': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.5}",combo_shortterm=0.50_limit_up_gene_composite=1.00_technical=0.75_pullback_from_peak=0.50,0.20616214311975606,0.04744359921447283,0.5270295688672335,0.4795859696527607,0.26666666666666666,0.023363627078622672,0.35
"{'shortterm': 0.5, 'limit_up_gene_composite': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=1.00_technical=0.50_pullback_from_peak=0.25,0.20616153138881121,0.03204922544457938,0.5352750292004087,0.5032258037558294,0.2857142857142857,0.018485862893396512,0.3
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.25, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.25_technical=1.00_pullback_from_peak=0.25,0.2060428605915934,0.055514111160295296,0.5868839651417259,0.5313698539814307,0.35,0.030075412448481657,0.5
"{'shortterm': 1.0, 'limit_up_gene_composite': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.75}",combo_shortterm=1.00_limit_up_gene_composite=1.00_technical=0.75_pullback_from_peak=0.75,0.20602239383771936,0.047621817116368204,0.48862661487336534,0.44100479775699714,0.375,0.011173812060032819,0.4
"{'shortterm': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.75}",combo_shortterm=1.00_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.75,0.20596117027845512,0.05755150553091906,0.5229647953117819,0.4654132897808628,0.5,0.06378396632861652,0.65
"{'shortterm': 1.0, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 1.0}",combo_shortterm=1.00_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=1.00,0.20592806749965725,0.05755605592533858,0.5229555200152823,0.46539946408994376,0.5,0.06378396632861652,0.65
"{'shortterm': 1.0, 'limit_up_gene_composite': 0.0, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_limit_up_gene_composite=0.00_technical=0.75_pullback_from_peak=0.25,0.20589248950213807,0.0626139136868396,0.5605525069445175,0.4979385932576779,0.35,0.020786878968632804,0.45
"{'shortterm': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.0}",combo_shortterm=1.00_technical=0.75_pullback_from_peak=0.25_sentiment_contrarian=0.00,0.20589248950213807,0.0626139136868396,0.5605525069445175,0.4979385932576779,0.35,0.020786878968632804,0.45
"{'shortterm': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=1.00_technical=0.75_pullback_from_peak=0.25,0.20589248950213807,0.0626139136868396,0.5605525069445175,0.4979385932576779,0.35,0.020786878968632804,0.45
"{'shortterm': 0.5, 'limit_up_gene_composite': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=0.50_limit_up_gene_composite=1.00_technical=0.75_pullback_from_peak=0.25,0.20584794241087917,0.03639644734128484,0.564317478249754,0.5279210309084691,0.2857142857142857,0.023713131303752272,0.3
"{'shortterm': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.25}",combo_shortterm=0.75_technical=0.25_pullback_from_peak=0.25_sentiment_contrarian=0.25,0.20578135387674967,0.056537765429680246,0.46934288161121956,0.4128051161815393,0.55,0.05431830956300373,0.6
"{'shortterm': 0.75, 'limit_up_gene_composite': 1.0, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=1.00_technical=1.00_pullback_from_peak=0.25,0.2057691924633345,0.03912183704962521,0.5777860089720462,0.538664171922421,0.26666666666666666,0.0037026983635268674,0.3
"{'shortterm': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.25}",combo_shortterm=0.75_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.25,0.20572684915943862,0.06590135823468876,0.52989136916887,0.46399001093418124,0.45,0.038325640931169205,0.55
"{'shortterm': 0.75, 'limit_up_gene_composite': 1.0, 'technical': 0.75, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=1.00_technical=0.75_pullback_from_peak=0.25,0.20571535080511028,0.03441530559417216,0.5573785850123646,0.5229632794181924,0.21428571428571427,-0.006418539995082089,0.25
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.5, 'technical': 0.5, 'pullback_from_peak': 0.5}",combo_shortterm=0.75_limit_up_gene_composite=0.50_technical=0.50_pullback_from_peak=0.50,0.20568838162183228,0.05228438401878238,0.48575622910266825,0.43347184508388586,0.3888888888888889,0.006879757803600751,0.45
"{'shortterm': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.5}",combo_shortterm=0.75_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.50,0.2053532199325802,0.06603839998179954,0.529626967343593,0.4635885673617935,0.5,0.06378396632861652,0.65
"{'shortterm': 0.75, 'limit_up_gene_composite': 0.5, 'technical': 1.0, 'pullback_from_peak': 0.25}",combo_shortterm=0.75_limit_up_gene_composite=0.50_technical=1.00_pullback_from_peak=0.25,0.20530525684381132,0.05072901021157247,0.5907083034639539,0.5399792932523814,0.3684210526315789,0.006616544544045923,0.45
"{'shortterm': 0.75, 'technical': 0.25, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.5}",combo_shortterm=0.75_technical=0.25_pullback_from_peak=0.25_sentiment_contrarian=0.50,0.20529576769438068,0.056782737590959996,0.46906243010574633,0.41227969251478636,0.5,0.06378396632861652,0.65
"{'shortterm': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 0.75}",combo_shortterm=0.75_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=0.75,0.2052884634930694,0.06606133167648749,0.5295980578798529,0.46353672620336545,0.5,0.06378396632861652,0.65
"{'shortterm': 0.75, 'technical': 0.5, 'pullback_from_peak': 0.25, 'sentiment_contrarian': 1.0}",combo_shortterm=0.75_technical=0.50_pullback_from_peak=0.25_sentiment_contrarian=1.00,0.2052884634930694,0.0660656241887661,0.5295938469560152,0.4635282227672491,0.5,0.06378396632861652,0.65
